,QCLN_Adj_close,VIX,OVX,VXN,EPU,EMU,EMV_IDT,MA50,MA200,RSI,WAD,StoSLOWD,StoFASTK,StoFASTD,ADX,MACD,MACD Signal,PriceRateOfChange,onBalanceVolume,MFI
2009-04-30,11.61803913116455,36.5,52.75,36.63999938964844,130.17,42.72,5.01,9.601367034912109,13.106524541378022,65.7465980277891,-75.63620979413318,-3.892075038247468,24.36379020586682,1.9810341650575995,22.09510684421873,0.39152483713349895,0.36879091056379876,7.476634607054344,-30300.0,58.694095429471616
2009-05-01,11.654775619506836,35.29999923706055,50.20000076293945,35.04999923706055,116.18,45.43,0.76,9.650043354034423,13.054450004100799,66.08887893725041,-73.6821413842379,4.247983087618061,26.317858615762106,18.17978138408054,23.717784417390416,0.42382335236486846,0.3797973989240127,8.368928936072638,-7900.0,64.25972027868009
2009-05-04,12.564011573791504,34.529998779296875,49.0099983215332,35.04999923706055,130.36,20.13,2.95,9.722966022491455,13.00678392648697,73.2212368017005,-44.50545950332787,18.517626218412854,55.49454049667212,35.39206310610037,26.004549863263016,0.5168302042142638,0.40720395998206294,17.424867831165436,18600.0,71.48532841945587
2009-05-05,12.545645713806152,33.36000061035156,47.400001525878906,33.41999816894531,65.38,52.24,0.87,9.80415454864502,12.958704535961152,72.8877605304956,-46.705936034872195,32.86911072756722,53.294063965127805,45.0354876925207,28.18379737752326,0.5823439345907229,0.4422319549037949,17.35396838282457,-14500.0,77.13608690346858
2009-05-06,12.701778411865234,32.45000076293945,46.880001068115234,33.279998779296875,88.77,17.93,0.0,9.877995738983154,12.91016593694687,73.97298485607692,-45.71202529520248,44.92880350694009,54.28797470479751,54.35885972219916,30.397466714449937,0.639490987755444,0.4816837614741247,16.023493250769082,25700.0,77.75862656845149
2009-05-07,12.086432456970215,33.439998626708984,47.400001525878906,34.470001220703125,103.71,26.69,0.31,9.944856815338134,12.860295603275299,63.23079255844108,-69.11891301472983,48.51624087770614,30.881086985270183,46.15437521839851,30.844751912090892,0.6278892468215869,0.5109248585436171,9.575330568633822,7700.0,73.3889161327063
2009-05-08,12.104803085327148,32.04999923706055,44.88999938964844,33.66999816894531,171.49,26.48,1.16,10.013554821014404,12.81125190973282,63.401664384051294,-68.50655873616537,46.46691197507729,31.493441263834637,38.88750098463412,31.26008816704321,0.6131095939722897,0.5313618056293516,17.155563792885587,22600.0,72.78700034287496
2009-05-11,12.104803085327148,32.869998931884766,45.22999954223633,34.290000915527344,74.34,30.82,1.2,10.087212295532227,12.767489111423492,63.401664384051294,-75.28194530030616,38.0242457286552,24.718054699693848,29.030860982932904,31.385965152793116,0.5945430899567761,0.5439980624948365,14.808361266270653,22600.0,73.36916951025175
2009-05-12,11.85682487487793,31.799999237060547,44.97999954223633,33.09000015258789,110.55,22.91,0.45,10.168584451675414,12.721384298801421,59.101882903906045,-85.30278278653059,30.518199897744356,14.697217213469415,23.63623772566598,31.16154210801388,0.5534395262625544,0.5458863552483801,9.221656645647736,7200.0,68.62923078014778
2009-05-13,11.048613548278809,33.650001525878906,46.849998474121094,34.97999954223633,75.19,29.91,0.35,10.233057661056518,12.672524220943451,47.738437694480076,-117.85556888131086,19.951222128627695,-17.85556888131087,7.186567677284142,29.28177050284777,0.4504561779271228,0.5268003197841287,2.996563909941541,-29500.0,69.94547336073535
2009-05-14,11.269037246704102,31.3700008392334,45.65999984741211,32.63999938964844,135.13,16.37,0.0,10.293489828109742,12.621184442043305,50.53195574333712,-109.50618443487558,8.867097789570392,-9.506184434875589,-4.221512034239004,27.34507279919558,0.38222147152243835,0.4978845501317906,2.8499852075988708,-16800.0,63.70461126349621
2009-05-15,11.195566177368164,33.119998931884766,46.0099983215332,33.13999938964844,370.6,13.61,0.0,10.36016728401184,12.567824141979218,49.58064151092609,-112.28918012889055,-3.417307390660154,-12.289180128890559,-13.216977815025663,25.641473245262567,0.3185444912125135,0.4620165383479352,3.5684044165793516,-25000.0,66.81267683214911
2009-05-18,11.663956642150879,30.239999771118164,42.209999084472656,30.219999313354492,84.97,10.14,1.19,10.437314701080322,12.518504869937896,55.35150827437396,-104.4369808658567,-8.727534997490736,-4.436980865856695,-8.744115143207603,24.5978387236139,0.30238946404395506,0.4300911234871392,9.10650836371616,-14700.0,70.66318300031224
2009-05-19,12.09561538696289,28.799999237060547,41.25,29.559999465942383,69.66,7.62,0.0,10.52750368118286,12.472400085926056,59.906003598060224,-92.16002997262444,-8.307718871341251,7.839970027375565,-2.9620636557905526,24.583913644237196,0.32072067352317823,0.408217033494347,7.950791856792283,9200.0,69.71560083392465
2009-05-20,12.306851387023926,29.030000686645508,40.7400016784668,29.899999618530273,111.98,48.0,0.0,10.607039031982422,12.4309792304039,61.951430109936524,-82.72985043490108,-1.6050441855973832,17.270149565098922,6.891046242205941,25.135521085450684,0.3482785308291678,0.3962293329613112,5.928816800174874,24700.0,63.383161417335366
2009-05-21,11.838459968566895,31.350000381469727,41.560001373291016,31.200000762939453,133.56,21.91,0.0,10.67445119857788,12.3859765458107,55.223877418387126,-103.64018375262367,3.695209288788579,-3.640183752623669,7.156645279950283,24.371763639113148,0.3285359009688662,0.3826906465628222,1.5760436327287408,-2200.0,54.92867812273866
2009-05-22,11.709879875183105,32.630001068115234,40.95000076293945,31.8700008392334,105.33,21.27,0.42,10.733230209350586,12.338402287960053,53.50613192321294,-109.38036707949983,5.154741477716036,-9.380367079499832,1.4165329109918172,23.662560296085434,0.29906692823323944,0.36596590289690567,-6.798240303997449,-13100.0,48.421569270797576
2009-05-26,12.150723457336426,30.6200008392334,41.970001220703125,31.229999542236328,99.6,27.05,0.0,10.797336101531982,12.294042522907256,58.29581748835574,-89.6998480081403,2.555459525840304,10.300151991859709,-0.906799613421254,23.31660055969899,0.3077375410111962,0.3543202305197638,-3.147883062209589,5700.0,45.341966543605004
2009-05-27,12.398694038391113,32.36000061035156,41.939998626708984,32.15999984741211,63.82,20.94,0.0,10.871911926269531,12.250509316921233,60.74545377370498,-78.62973165134686,2.6465836837472163,21.37026834865315,7.430017753671019,23.67954124305033,0.3308049045993009,0.3496171653356712,-2.3861569903549706,35500.0,42.79758193019081
2009-05-28,12.490540504455566,31.670000076293945,40.810001373291016,31.520000457763672,95.79,34.29,0.0,10.948140983581544,12.206654722690581,61.64412505322841,-68.99237060610145,9.138633795017883,31.007629393898558,20.892683244803816,23.926057932596166,0.35243455251421985,0.35018064277138095,3.3434849276165357,62300.0,41.28326937177501
2009-05-29,12.80280590057373,28.920000076293945,41.31999969482422,29.440000534057617,82.82,7.01,0.41,11.023635349273682,12.163397080898285,64.61053388056183,-57.35236935120651,19.999292376307768,42.64763064879349,31.67517613044841,24.539183414365876,0.3902745697730623,0.35819942817171724,5.76632936799002,94400.0,50.70402334069604
2009-06-01,13.43651294708252,30.040000915527344,42.459999084472656,30.719999313354492,111.67,31.41,0.0,11.109048557281493,12.121471111774445,69.72734092699818,-46.031560177539575,31.70303088787882,53.968439822460425,42.54123328838417,25.89883624420974,0.46602586256319256,0.3797647150500123,11.001499589610052,149900.0,61.5336240769792
2009-06-02,13.344673156738281,29.6299991607666,42.150001525878906,30.610000610351562,196.26,23.78,0.46,11.20070707321167,12.077937920093536,68.18860579122375,-49.2998807397799,41.10726866533022,50.7001192602201,49.10539657715802,27.16137101477904,0.5127380789090452,0.4063593878218189,12.54845456149718,133600.0,61.0147611082193
2009-06-03,12.876276016235352,31.020000457763672,45.290000915527344,31.450000762939453,76.74,44.07,0.0,11.267384510040284,12.029582998752595,60.817125761394344,-65.96882129225949,45.95995859856087,34.03117870774051,46.233245930140356,27.04374437003481,0.5061277861608726,0.42631306748962966,16.542007374683344,113400.0,63.46559114280965
2009-06-04,13.42733097076416,30.18000030517578,46.13999938964844,31.059999465942383,77.99,17.06,0.33,11.349124088287354,11.986509025096893,65.53729532999256,-51.28616500142863,46.60678449871415,48.713834998571365,44.48171098884401,27.084601533759553,0.5391397436435383,0.4488784027204114,19.152423377527693,132800.0,68.12809093308577
2009-06-05,13.3814058303833,29.6200008392334,45.75,30.709999084472656,72.36,35.18,0.41,11.429394187927246,11.944720804691315,64.83629253775503,-59.78715791157336,43.90030295018798,40.21284208842663,40.985951931579514,27.46477217493976,0.5551962262717289,0.47014196743067493,19.52415463751902,86800.0,71.87138536396833
2009-06-08,13.32630443572998,29.770000457763672,46.599998474121094,31.18000030517578,92.38,10.54,0.0,11.488540630340577,11.89884562253952,63.95242931803661,-70.88719232180246,41.60471928071848,29.112807678197537,39.34649492173186,27.105343925432766,0.5570535162072634,0.4875242771859926,14.252005940863643,78100.0,69.27847707126749
2009-06-09,13.74878215789795,28.270000457763672,45.88999938964844,29.690000534057617,120.48,8.11,0.0,11.55852451324463,11.853475592136384,67.59950245972723,-56.704617175470354,39.29093035012091,43.29538282452965,37.54034419705129,27.46037901188627,0.5858623962304712,0.5071919009948883,13.667487912329811,122100.0,71.31414968458377
2009-06-10,13.960016250610352,28.459999084472656,46.970001220703125,29.770000457763672,98.31,21.51,2.1,11.645039901733398,11.80760041475296,69.27339631114916,-50.40583493603598,39.18476365811566,49.59416506396402,40.66745185556376,27.93629956763139,0.6186075444282135,0.5294750296815534,13.432882315695194,148500.0,72.31697944404762
2009-06-11,13.941646575927734,28.110000610351562,47.25,29.729999542236328,92.19,17.29,6.76,11.728799991607666,11.76333250284195,68.93984039848526,-54.343037062127316,41.463322109356874,45.65696293787268,46.18217027545547,28.55899984276594,0.6357475292873396,0.5507295296027106,17.76571119001251,128000.0,78.60883417255934
2009-06-12,13.702853202819824,28.149999618530273,46.38999938964844,29.209999084472656,61.85,14.12,4.97,11.802457370758056,11.71943192243576,64.58624855452716,-64.732296858015,43.451966392986634,35.267703141984995,43.506277047940586,28.327133607813455,0.6228822622562529,0.565160076133419,17.01958815017779,109500.0,76.67098336411854
2009-06-15,13.262012481689453,30.809999465942383,46.84000015258789,32.540000915527344,109.84,21.36,1.25,11.857929973602294,11.671352546215058,57.38187402537274,-99.43068797895589,38.951035563454475,0.5693120210441154,27.164659366967282,26.991969235467035,0.570537482557608,0.5662355574182568,9.145867143260912,45200.0,64.2549755391731
2009-06-16,12.968119621276855,32.68000030517578,47.400001525878906,32.31999969482422,123.16,17.02,1.0,11.906239013671875,11.620839359760284,53.12721022031449,-113.35926182884029,26.054506953212524,-13.35926182884029,7.4925844447296255,25.409837534869183,0.49958031891398846,0.5529045097174031,4.592625490415214,31900.0,59.80240541769025
2009-06-17,12.79361629486084,31.540000915527344,47.31999969482422,31.469999313354492,59.24,25.92,0.38,11.95271110534668,11.56995875120163,50.72235313794009,-146.65047781808033,4.947922645468275,-46.650477818080354,-19.81347587529216,24.000217754514242,0.424373383252167,0.5271982844243559,2.4264425570467596,-13100.0,57.287928358281015
2009-06-18,12.784433364868164,30.030000686645508,46.63999938964844,30.030000686645508,70.96,39.51,0.33,12.008918552398681,11.523853995800017,50.59256911222836,-147.1752166748047,-16.01640340149029,-47.17521667480468,-35.72831877390842,22.691285101327512,0.3598818650760851,0.49373500055470176,-0.14350397755185096,-34700.0,56.273867585356385
2009-06-19,12.958931922912598,27.989999771118164,45.15999984741211,28.299999237060547,160.07,7.25,0.0,12.063472747802734,11.482984192371369,53.0509216976404,-137.20387050083704,-33.0727721045915,-37.20387050083705,-43.67652166457401,21.208421260418522,0.3191732174023443,0.4588226439242303,-3.554352427975882,-9500.0,52.775280514877856
2009-06-22,12.26093578338623,31.170000076293945,46.95000076293945,31.40999984741211,109.85,122.02,1.3,12.09249490737915,11.44188483953476,43.6871383170493,-151.91489859029167,-41.6120563423756,-51.914898590291685,-45.431328588644455,20.560913476953736,0.22796107242620067,0.41265032962462433,-8.121123392256536,-72800.0,47.55502740331367
2009-06-23,12.224196434020996,30.579999923706055,45.54999923706055,30.690000534057617,84.88,16.51,0.0,12.121884422302246,11.399591495990753,43.254373866937236,-132.873037238967,-43.2572618988612,-32.87303723896698,-40.663935443365226,20.406958651677577,0.15096994439095823,0.3603142525778911,-5.0641938817726935,-95700.0,47.420949326482855
2009-06-24,12.51809024810791,29.049999237060547,44.459999084472656,29.030000686645508,93.11,13.21,0.0,12.15825387954712,11.360742213726043,47.71616355426118,-120.4199077117915,-40.38818173745321,-20.4199077117915,-35.06928118035004,19.456562925867907,0.1123733256079884,0.3107260671839106,-6.77156707193689,-83000.0,46.50531385469112
2009-06-25,12.655858993530273,26.360000610351562,41.0,27.25,70.63,17.95,0.7,12.197562427520753,11.331398646831513,49.71226991010615,-114.58224815821622,-32.7860936644578,-14.582248158216208,-22.625064369658215,18.450936569992106,0.09184330111818007,0.2669495139707645,-5.422052406523903,-72700.0,41.45600873111989
2009-06-26,12.784433364868164,25.93000030517578,40.33000183105469,26.530000686645508,142.31,131.86,0.0,12.234299259185791,11.30049375295639,51.57056229027456,-109.13418078354056,-24.135485922619193,-9.134180783540549,-14.712112217849404,17.353070721528706,0.08496852179707126,0.23055331553602584,-4.0661765868786,-63900.0,43.6461164075595
2009-06-29,12.729328155517578,25.350000381469727,41.2599983215332,26.469999313354492,90.88,34.08,0.67,12.2682808303833,11.269359233379364,50.70572982975501,-111.46914762112777,-16.355234036156343,-11.46914762112777,-11.728525520961496,16.314469052000064,0.07421813928336896,0.19928628028549447,-7.4148676637133875,-74700.0,38.07105332686548
2009-06-30,12.710962295532227,26.350000381469727,42.779998779296875,26.690000534057617,85.78,66.72,0.0,12.315855121612548,11.236020505428314,50.40235174034826,-112.24736214049807,-12.463622640177645,-12.247362140498069,-10.950230181722114,15.18710549223113,0.06348460131188283,0.17212594449077215,-8.947367486219903,-89700.0,35.69285118241843
2009-07-01,12.85790729522705,26.219999313354492,43.0099983215332,26.860000610351562,121.17,6.63,0.0,12.3621435546875,11.209615843296051,52.8339131741862,-107.06928798968323,-10.980229428817736,-7.069287989683238,-10.261932583769678,14.322140150911391,0.06607377123794933,0.15091550984020757,-7.773395163896324,-74300.0,34.42434132159
2009-07-02,12.600749015808105,27.950000762939453,45.66999816894531,28.06999969482422,99.06,6.05,0.0,12.397043628692627,11.179445645809174,48.365152409202196,-123.21226291909684,-11.796155705083692,-23.21226291909683,-14.176304349759365,13.736546369097715,0.04683529494446148,0.13009946686105836,-8.042881075197705,-94800.0,34.38228341083928
2009-07-06,12.058879852294922,29.0,49.369998931884766,29.25,173.43,11.38,0.0,12.423677883148194,11.149596946239472,40.57702362943687,-154.71627916260755,-17.590282319108272,-54.71627916260755,-28.332610023795855,14.316307907318944,-0.011997351035184067,0.10168010328180987,-9.072021543153186,-107900.0,40.71344632501693
2009-07-07,11.67314338684082,30.850000381469727,50.25,31.200000762939453,117.66,85.81,0.0,12.438005332946778,11.112584569454192,36.118315959058236,-163.61083303738226,-29.89623535997245,-63.61083303738227,-47.1797917063622,15.271937522145596,-0.08872558258212848,0.0635989661090222,-9.985844303220038,-121700.0,40.83843075171089
2009-07-08,11.489458084106445,31.299999237060547,52.65999984741211,31.06999969482422,95.39,27.83,0.0,12.451597938537597,11.068821742534638,34.19160446874215,-135.0967414178376,-42.2178954231446,-35.09674141783759,-51.141284539275794,16.748650266097727,-0.16248213478054296,0.01838274593110916,-10.1938199543961,-150000.0,43.7385397674566
2009-07-09,11.627223014831543,29.780000686645508,51.5099983215332,30.0,69.94,88.64,0.0,12.470333766937255,11.030202114582062,36.909916155532656,-128.5675996702367,-46.91537809581893,-28.567599670236692,-42.425058041818836,17.85390960742517,-0.20742716399746186,-0.026779236054605048,-9.051714041677084,-137400.0,41.59498039254049
2009-07-10,11.553747177124023,29.020000457763672,50.880001068115234,29.329999923706055,102.52,14.95,0.0,12.47731372833252,10.994245884418488,36.054518219674634,-134.15415129991075,-42.057502236807636,-34.154151299910744,-32.60616412932833,19.067427594361295,-0.2461379840386968,-0.0706509856514234,-10.843368528729414,-158100.0,32.760659836107955
2009-07-13,11.884376525878906,26.309999465942383,49.58000183105469,26.610000610351562,183.76,20.53,0.0,12.482640476226807,10.958565142154693,42.510939890155356,-117.45570352488535,-33.91901344538601,-17.455703524885354,-26.725818165010917,19.52264422726373,-0.24728699204453264,-0.10597818693004525,-3.0712113998473733,-146000.0,46.12619836059267
2009-07-14,11.884376525878906,25.020000457763672,48.0,26.030000686645508,197.32,16.71,0.0,12.487232494354249,10.921369030475617,42.510939890155356,-117.45570352488535,-27.451278359188777,-17.455703524885354,-23.021852783227136,19.84676064687116,-0.24536912661270094,-0.1338563748665764,-2.7798956763844362,-146000.0,58.12029537289284
2009-07-15,12.490540504455566,25.889999389648438,46.790000915527344,25.280000686645508,109.66,27.42,0.4,12.48576307296753,10.890969235897064,52.67160022324381,-86.84136884019264,-18.999532081630814,13.158631159807356,-7.250925296654437,18.77275104735736,-0.19271533487380843,-0.1456281668680228,-0.22007944587639772,-122600.0,60.03720702610013
2009-07-16,12.692588806152344,25.420000076293945,45.630001068115234,24.799999237060547,71.33,12.08,0.35,12.488701934814452,10.87149870634079,55.4951401028255,-76.63691171434475,-7.972479813229697,23.363088285655248,6.355338640192431,17.59605199673664,-0.13314836474503267,-0.14313220644342478,0.2902198313116999,-113600.0,59.80960931489877
2009-07-17,12.655858993530273,24.34000015258789,44.790000915527344,24.280000686645508,88.11,14.92,0.44,12.487783546447753,10.847757499217987,54.854473116824806,-78.49195229125013,6.1492230205362945,21.508047708749864,19.34325571807084,16.503402878303117,-0.08789173941461748,-0.13208411303766332,-1.0057103640683462,-121100.0,59.56018975579014
2009-07-20,12.811985969543457,24.399999618530273,44.650001525878906,24.790000915527344,151.49,32.25,1.26,12.502294616699219,10.824383642673492,57.120529568120546,-70.60675345742976,16.81779617908504,29.39324654257023,24.754794178991798,15.891187106979668,-0.03897808057731922,-0.1134629065455945,0.6493493844767384,-81800.0,64.18934996320786
2009-07-21,13.004853248596191,23.8700008392334,44.2400016784668,24.68000030517578,83.27,54.65,0.0,12.5202956199646,10.809918467998505,59.804621636423065,-61.64091431851959,24.617169958220956,38.3590856814804,29.753459977600176,15.637451341459142,0.015174205223372539,-0.08773548419180109,2.3121062452310603,-62700.0,64.80539907501591
2009-07-22,13.170170783996582,23.469999313354492,44.36000061035156,24.989999771118164,108.88,6.65,0.0,12.541602973937989,10.798208568096161,62.000321475238415,-56.87288485565398,30.489356648685867,43.12711514434603,36.95981578946556,15.691539417623726,0.07061600797410783,-0.0560651857586193,2.4285716298906967,-40200.0,65.81822730206154
2009-07-23,13.500805854797363,23.43000030517578,42.34000015258789,25.8700008392334,140.0,11.86,0.35,12.574482593536377,10.792238819599152,66.0005386040766,-49.167747497558594,36.939808958829474,50.832252502441406,44.106151109422626,16.282935392011815,0.1396240242333029,-0.016927343760234862,7.142883632235697,-32200.0,72.29332809718329
2009-07-24,13.803881645202637,23.09000015258789,40.720001220703125,24.670000076293945,104.47,7.41,0.43,12.629587955474854,10.79756566286087,69.20109798253992,-43.78992872306764,43.707482180042724,56.210071276932354,50.056479641239946,17.287302768190774,0.21627596299596163,0.02971331759100444,14.470678987448604,-11400.0,78.12604722177903
2009-07-27,13.776327133178711,24.280000686645508,42.459999084472656,25.649999618530273,68.67,21.21,0.0,12.679733753204346,10.802662899494171,68.56911042492024,-47.04357703630691,49.16518211056165,52.9564229636931,53.33291558102231,18.39332342791078,0.2716681367027345,0.07810428141335045,18.017287003506,-59000.0,85.22467881471027
2009-07-28,13.74878215789795,25.010000228881836,42.970001220703125,25.350000381469727,63.15,71.05,0.0,12.730798072814942,10.810285828113557,67.9015210868133,-50.58547694913679,52.08324477314175,49.41452305086322,52.860339097162914,18.862047020705443,0.3097733102488611,0.12443808718045259,19.664322348822203,-81200.0,85.7147006504761
2009-07-29,13.482437133789062,25.610000610351562,46.13999938964844,26.219999313354492,79.19,119.69,0.0,12.767167682647704,10.81735769033432,61.65110896079115,-60.20082250120931,51.194431949766994,39.79917749879069,47.39004117111569,19.29729035687192,0.3148507142635051,0.1625206125970631,15.955779953571291,-85200.0,83.89534811578406
2009-07-30,13.730409622192383,25.399999618530273,45.56999969482422,26.6299991607666,91.24,29.21,0.34,12.799863567352295,10.815980060100555,64.89141529078456,-51.598224866835956,48.707401831961555,48.401775133164044,45.871825227606,20.316948272479042,0.33502197615030305,0.19702088530771109,18.83945019480837,-75700.0,90.0607577775919
2009-07-31,13.546723365783691,25.920000076293945,45.720001220703125,26.15999984741211,353.57,29.94,0.0,12.82466100692749,10.816163747310638,60.79363015338911,-69.96883293268046,44.22419098838217,30.03116706731955,39.410706566424786,20.38949328383108,0.33235472240336605,0.22408765272684208,13.987665539584103,-101500.0,81.40997195863103
2009-08-03,13.923277854919434,25.559999465942383,47.91999816894531,26.280000686645508,129.03,10.59,1.24,12.86635736465454,10.827919552326202,65.590676560176,-67.39037644868255,40.76557345932151,32.60962355131746,37.01418858393371,20.90159547236592,0.3565160102261,0.25057332422669365,17.15614886991088,-97400.0,79.73785799822399
2009-08-04,13.886539459228516,24.889999389648438,47.18000030517578,25.170000076293945,130.69,24.51,0.96,12.90989055633545,10.834761798381805,64.75816766863046,-76.03710758037252,35.09759649881558,23.962892419627476,28.86789434608819,21.504579103928727,0.3684522353856483,0.27414910645848456,11.176449524141695,-108900.0,78.94927260241423
2009-08-05,13.794697761535645,24.899999618530273,46.70000076293945,25.5,81.17,6.46,0.38,12.942770042419433,10.84178772687912,62.61846424711843,-90.89948873464824,29.25769733626251,9.100511265351756,21.89100907876559,21.79676296954315,0.36627868963616983,0.2925750230940216,8.683090362535717,-142000.0,68.56381609028458
2009-08-06,13.638566970825195,25.670000076293945,46.02000045776367,26.360000610351562,59.17,11.95,0.35,12.967567501068116,10.845185902118683,59.04665956599491,-114.88967600595845,18.938937550398034,-14.88967600595845,6.057909226340288,22.330843544654307,0.34794677516453376,0.30364937350812404,7.764846130138503,-163000.0,62.71211930259661
2009-08-07,13.730409622192383,24.760000228881836,45.380001068115234,25.020000457763672,62.29,14.87,0.0,12.992364883422852,10.851477100849152,60.4748920028222,-115.75863307727553,6.922106344159512,-15.758633077275533,-7.182599272627382,22.826775507257526,0.33694543800761956,0.31030858640802317,7.168472201204357,-132500.0,61.891101098359414
2009-08-10,13.7671480178833,24.989999771118164,45.70000076293945,25.65999984741211,149.18,31.75,0.62,13.011651725769044,10.862406313419342,61.05990700465751,-132.9957776706887,-7.446461876975974,-32.995777670688696,-21.214695584640864,23.28728375824623,0.3274170209397109,0.3137302733143607,5.861617618556325,-83800.0,49.86336488568843
2009-08-11,13.50998592376709,25.989999771118164,46.22999954223633,26.110000610351562,120.98,33.43,0.0,13.013121185302735,10.876274473667145,54.931001765700735,-202.3003260028369,-26.249624591400632,-102.3003260028369,-50.35157891693368,22.980130767415634,0.2957061337240763,0.3101254453963038,2.5801877997165157,-99900.0,43.6727865439614
2009-08-12,13.656935691833496,25.450000762939453,45.439998626708984,25.68000030517578,90.7,19.84,0.0,13.019366436004638,10.892071344852447,57.552931819557514,-237.21530029507792,-54.134469719258554,-137.21530029507792,-90.83713465620114,22.66037868043991,0.27921403966898595,0.3039431642508402,1.1564482795717979,-72300.0,47.092366620536765
2009-08-13,13.574278831481934,24.709999084472656,44.790000915527344,25.09000015258789,93.37,5.98,0.0,13.03332649230957,10.910485718250275,55.5937974633574,-249.37071547981017,-90.27249805523657,-149.37071547981017,-129.62878059257494,22.363466028248162,0.2565172473223516,0.2944579808651425,-1.6633206486560859,-95000.0,40.44053237476844
2009-08-14,13.40895938873291,24.270000457763672,45.880001068115234,25.239999771118164,68.02,22.32,0.0,13.032959060668945,10.926052958965302,51.796074125303996,-235.57454585840244,-120.3953674866243,-135.57454585840247,-140.72018721109683,21.358564356899137,0.22262371090757505,0.280091126873629,-2.6666595595065234,-117600.0,27.913052335628137
2009-08-17,12.839540481567383,27.889999389648438,46.91999816894531,27.59000015258789,74.75,10.9,0.64,13.022121753692627,10.936568892002105,41.32478367938474,-185.531236463835,-131.2803779125625,-85.531236463835,-123.49216593401583,20.743714622741688,0.1481081930775794,0.2536945401144191,-6.613252474934694,-135000.0,28.460764822079664
2009-08-18,13.014039993286133,26.18000030517578,44.5,26.18000030517578,69.62,71.52,0.47,13.01587646484375,10.944421393871307,44.99469012953573,-172.21066731700924,-120.66150100828715,-72.21066731700925,-97.77214987974885,19.743202113534426,0.10195943567748067,0.22334751922703142,-3.4741281257604006,-117600.0,32.69598354913489
