,ICLN_Adj_close,VIX,OVX,VXN,EPU,EMU,EMV_IDT,MA50,MA200,RSI,WAD,StoSLOWD,StoFASTK,StoFASTD,ADX,MACD,MACD Signal,PriceRateOfChange,onBalanceVolume,MFI
2009-05-29,17.106426239013672,28.920000076293945,41.31999969482422,29.440000534057617,82.82,7.01,0.41,14.615549793243408,17.396120915412904,63.45336822940201,-159.7043999960915,-63.09421769704565,-59.704399996091496,-60.741130143344456,31.852858877309234,0.6852110830961937,0.7118441832329294,0.5522659226733451,-915000.0,47.72570743375835
2009-06-01,17.800214767456055,30.040000915527344,42.459999084472656,30.719999313354492,111.67,31.41,0.0,14.741011238098144,17.317635169029234,68.32230657009649,-138.14064959971893,-58.88816605562121,-38.14064959971894,-53.108881812388255,32.227954958833934,0.7282282786529457,0.7151210023169327,6.3011932009620075,-905600.0,52.46170124305928
2009-06-02,17.785768508911133,29.6299991607666,42.150001525878906,30.610000610351562,196.26,23.78,0.46,14.87427806854248,17.239474625587462,68.11880540858549,-138.38886711350625,-53.08710584183503,-38.38886711350626,-45.41130556977237,32.57625846310687,0.752479903793219,0.72259278261219,7.3734563906612705,-943100.0,48.981642451004184
2009-06-03,17.25096321105957,31.020000457763672,45.290000915527344,31.450000762939453,76.74,44.07,0.0,14.980226554870605,17.15423152446747,60.888380851553656,-147.57796206014638,-46.62978232442821,-47.57796206014637,-41.369159591123996,31.961849172768705,0.7202426643589135,0.7221227589615347,13.020826597143254,-987800.0,46.01110758871316
2009-06-04,17.72072410583496,30.18000030517578,46.13999938964844,31.059999465942383,77.99,17.06,0.33,15.099472885131837,17.073541531562807,64.45712320949639,-174.98442057700592,-46.81029391481645,-74.98442057700592,-53.65041658355299,31.391326260311843,0.7242514778969245,0.7225485027486126,12.839387598427287,-947200.0,53.340904147024524
2009-06-05,17.655677795410156,29.6200008392334,45.75,30.709999084472656,72.36,35.18,0.41,15.215683822631837,16.991261582374573,63.59187340592063,-187.2842284994494,-54.98948218451479,-87.2842284994494,-69.94887037886737,30.861554984459044,0.7139498286646457,0.7208287679318193,13.416902495986394,-965800.0,54.3727444774723
2009-06-08,17.301559448242188,29.770000457763672,46.599998474121094,31.18000030517578,92.38,10.54,0.0,15.2905562210083,16.902657990455626,58.95226297585625,-239.1720289703308,-74.69317099267197,-139.17202897033084,-100.48022601559553,29.178000868696838,0.6694937985386105,0.7105617740531776,9.06612953211039,-1012400.0,47.56983961370581
2009-06-09,17.699037551879883,28.270000457763672,45.88999938964844,29.690000534057617,120.48,8.11,0.0,15.378581600189209,16.811561007499694,62.27895837434324,-228.03818758054138,-96.19797047041232,-128.0381875805414,-118.16481501677403,28.241269955781775,0.6587416715387278,0.7001977535502876,5.833989896754921,-992100.0,44.203364451741336
2009-06-10,18.045936584472656,28.459999084472656,46.970001220703125,29.770000457763672,98.31,21.51,2.1,15.49045618057251,16.720427870750427,64.94889009846075,-218.32112701340165,-115.71849629570924,-118.32112701340165,-128.51044785475813,27.74567024755904,0.6704834701184303,0.6942548968639162,6.0297040621192455,-967900.0,43.4464210659396
2009-06-11,18.342254638671875,28.110000610351562,47.25,29.729999542236328,92.19,17.29,6.76,15.604354553222656,16.633847804069518,67.09159804375828,-205.30150941350814,-121.29851251356092,-105.30150941350813,-117.22027466915056,27.85385904802531,0.695679955151256,0.6945399085213841,9.77510348965378,-923100.0,52.73522380140062
2009-06-12,17.894168853759766,28.149999618530273,46.38999938964844,29.209999084472656,61.85,14.12,4.97,15.703654117584229,16.546472754478454,61.017225825634334,-217.31453461199004,-119.79214873451406,-117.31453461199003,-113.64572367963342,27.39024056895816,0.6717480793275641,0.6899815426826201,7.839712062608362,-939700.0,52.46881565664228
2009-06-15,17.316009521484375,30.809999465942383,46.84000015258789,32.540000915527344,109.84,21.36,1.25,15.779249076843263,16.452412676811218,54.19866233051156,-294.3724824620955,-123.28739128154957,-194.3724824620955,-138.9961754958647,25.969895578492167,0.599221813024041,0.6718295967509043,3.0537761738621994,-954200.0,52.98236317939745
2009-06-16,17.258193969726562,32.68000030517578,47.400001525878906,32.31999969482422,123.16,17.02,1.0,15.852964992523193,16.35629294872284,53.554173243814,-296.3323311673617,-140.66056064088247,-196.33233116736173,-169.33978274714923,24.303537449497803,0.5309584342924616,0.6436553642592158,1.2723025088227313,-990800.0,47.012392733069014
2009-06-17,16.52103042602539,31.540000915527344,47.31999969482422,31.469999313354492,59.24,25.92,0.38,15.913672161102294,16.25771602153778,46.03724828143258,-270.82770211356024,-165.17115449689553,-170.82770211356026,-187.17750524767266,23.069856036028902,0.4126198527768281,0.5974482619627383,-2.929949982203739,-1039500.0,46.446577327220965
2009-06-18,16.47766876220703,30.030000686645508,46.63999938964844,30.030000686645508,70.96,39.51,0.33,15.984208106994629,16.166582884788514,45.63151692371315,-272.0666067940848,-178.75316711771924,-172.0666067940848,-179.74221335833576,21.924294723522063,0.31174316925882195,0.540307243421955,-3.6755630195433153,-1089100.0,35.9252416475574
2009-06-19,16.89684295654297,27.989999771118164,45.15999984741211,28.299999237060547,160.07,7.25,0.0,16.056478691101074,16.083507952690123,50.200576451171685,-260.0902012416294,-178.19374066303337,-160.09020124162944,-167.66150338309163,20.432937509567374,0.26259449916457456,0.48476469457047894,-5.075061299623817,-1011300.0,44.059511627699266
2009-06-22,15.910259246826172,31.170000076293945,46.95000076293945,31.40999984741211,109.85,122.02,1.3,16.094274349212647,16.00218509197235,41.38506812494598,-233.5588302300651,-167.5474209433402,-133.5588302300651,-155.23854608859327,20.086520337188315,0.14239334205732135,0.41629042406784744,-10.54499984718278,-1046700.0,44.52908849230109
2009-06-23,16.106414794921875,30.579999923706055,45.54999923706055,30.690000534057617,84.88,16.51,0.0,16.128332481384277,15.923216166496276,43.50913515990254,-219.85744900173611,-153.57851432094284,-119.85744900173611,-137.8354934911437,19.896422936587406,0.06224366619964172,0.3454810724942063,-6.634692811842102,-1033100.0,47.50019465239751
2009-06-24,16.411544799804688,29.049999237060547,44.459999084472656,29.030000686645508,93.11,13.21,0.0,16.169504985809326,15.847507433891296,46.742184315008814,-213.0767822265625,-138.41279779973055,-113.0767822265625,-122.16435381945473,19.23500248329386,0.023079861672744784,0.28100083032991396,-7.387843172837361,-1009000.0,45.42113208822065
2009-06-25,16.869230270385742,26.360000610351562,41.0,27.25,70.63,17.95,0.7,16.2185302734375,15.78854121685028,51.249139722332956,-202.90599399142795,-123.98219635016913,-102.90599399142795,-111.946741739909,18.38717349505344,0.028643472740213838,0.23052935881197392,-4.454360428059367,-983400.0,46.06738731342433
2009-06-26,16.32436180114746,25.93000030517578,40.33000183105469,26.530000686645508,142.31,131.86,0.0,16.253622856140137,15.725911164283753,46.23308757510636,-215.0141821967231,-114.81447167697836,-115.0141821967231,-110.33231947157134,17.59990372025876,-0.010789285054880082,0.18226563003860313,-5.6480321904971875,-994900.0,49.78120313232303
2009-06-29,16.513248443603516,25.350000381469727,41.2599983215332,26.469999313354492,90.88,34.08,0.67,16.29726308822632,15.665815482139587,48.12847810778351,-210.81670125325522,-110.61934011953862,-110.81670125325522,-109.57895914713556,16.668442708972147,-0.02649306073767832,0.14051389188334684,-6.699737795349325,-967200.0,50.435218561187675
2009-06-30,16.564104080200195,26.350000381469727,42.779998779296875,26.690000534057617,85.78,66.72,0.0,16.366926002502442,15.599252905845642,48.65330805689575,-209.6865759955512,-110.58347725573896,-109.68657599555122,-111.83915314851,15.856399228428767,-0.03443781357275455,0.10552355079212657,-8.211446922336417,-950300.0,45.66987171000028
2009-07-01,16.76752281188965,26.219999313354492,43.0099983215332,26.860000610351562,121.17,6.63,0.0,16.43198486328125,15.541404204368591,50.797734955808274,-229.65692281403454,-112.71272632775312,-129.65692281403454,-116.72006668761382,14.849396265995264,-0.024042746017343575,0.07961029143023254,-8.585268593219409,-940300.0,40.43092870246382
2009-07-02,16.433340072631836,27.950000762939453,45.66999816894531,28.06999969482422,99.06,6.05,0.0,16.487758331298828,15.48445020198822,47.30261801672326,-267.77017084030695,-121.42125879536275,-167.77017084030695,-135.7045565499644,14.308039399152964,-0.04228292304700432,0.05523164853478517,-8.16371407393417,-977500.0,38.65104648568381
2009-07-06,15.743165016174316,29.0,49.369998931884766,29.25,173.43,11.38,0.0,16.52293478012085,15.424045324325562,41.02461142197978,-280.92727233699367,-137.29202618934116,-180.9272723369937,-159.4514553304452,14.844885253224428,-0.11114850302358192,0.021955618223111744,-9.08318110681675,-995700.0,38.46353104822424
2009-07-07,15.176499366760254,30.850000381469727,50.25,31.200000762939453,117.66,85.81,0.0,16.54446533203125,15.357880148887634,36.715938438169445,-307.76363719593394,-160.21434622382932,-207.76363719593394,-185.48702679107836,15.717436757449006,-0.20904046503229878,-0.024243598427970362,-12.06206516520738,-1009000.0,40.90588471381703
2009-07-08,14.951285362243652,31.299999237060547,52.65999984741211,31.06999969482422,95.39,27.83,0.0,16.571464862823486,15.276893682479859,35.13647201046847,-250.3952664764448,-174.87795804154928,-150.3952664764448,-179.6953920031243,17.0363759474972,-0.3013200086754111,-0.0796588804774585,-9.501496113153674,-1022000.0,44.99884470663717
2009-07-09,15.176499366760254,29.780000686645508,51.5099983215332,30.0,69.94,88.64,0.0,16.60311330795288,15.201441750526428,38.00839841331881,-243.90494805909373,-177.51234534600897,-143.90494805909373,-167.35461724382432,17.975900159832012,-0.3522191606431875,-0.1341709365106043,-7.896562397413421,-1002200.0,54.50724248313915
2009-07-10,14.885899543762207,29.020000457763672,50.880001068115234,29.329999923706055,102.52,14.95,0.0,16.61218292236328,15.129415111541748,35.80543956115851,-261.5932658353661,-166.3381675679723,-161.59326583536608,-151.96449345696837,19.135179114774967,-0.41126527230276366,-0.1895898036690362,-11.90129669757074,-1009100.0,39.6467538432776
2009-07-13,15.263673782348633,26.309999465942383,49.58000183105469,26.610000610351562,183.76,20.53,0.0,16.613197612762452,15.055591554641724,40.623406036462875,-250.04053844386036,-157.05512049341095,-150.04053844386036,-151.8462507794402,19.86808470312203,-0.4227038504701497,-0.2362126130292589,-4.063953040906743,-993000.0,48.80977982885162
2009-07-14,15.060256958007812,25.020000457763672,48.0,26.030000686645508,197.32,16.71,0.0,16.610866680145264,14.977932357788086,38.929147613792495,-256.2612355651059,-153.25858583928425,-156.2612355651059,-155.96501328144424,20.416772430948317,-0.4430755447028929,-0.2775851993639857,-6.495286817299039,-1012600.0,55.001747781139024
2009-07-15,15.808547973632812,25.889999389648438,46.790000915527344,25.280000686645508,109.66,27.42,0.4,16.59777334213257,14.911024847030639,47.58871971435474,-233.37772147114302,-151.4570319625292,-133.37772147114305,-146.55983182670323,19.96615047314548,-0.39429424925472567,-0.3009270093421337,-3.6742234416534125,-1001300.0,52.49396222196434
2009-07-16,16.055557250976562,25.420000076293945,45.630001068115234,24.799999237060547,71.33,12.08,0.35,16.58947561264038,14.863925924301148,50.10383025325861,-225.82392199820112,-147.00415715098805,-125.82392199820113,-138.48762634481685,19.11605629380989,-0.3318774600499097,-0.30711709948368887,-4.823415214371685,-983800.0,50.6515662508344
2009-07-17,15.87393569946289,24.34000015258789,44.790000915527344,24.280000686645508,88.11,14.92,0.44,16.564536724090576,14.811474237442017,48.269636799867115,-231.37809710794656,-138.41356834353897,-131.3780971079466,-130.19324685909706,18.32668312728399,-0.2936816668044919,-0.3044300129478495,-2.7592264075702477,-994400.0,50.92457001231243
2009-07-20,16.055557250976562,24.399999618530273,44.650001525878906,24.790000915527344,151.49,32.25,1.26,16.553059139251708,14.757509603500367,50.23169438844427,-225.82392199820112,-132.1187289684545,-125.82392199820113,-127.67531370144975,17.159416029433682,-0.2459210592486798,-0.29272822220801553,-2.771660549952193,-983000.0,47.06000506336537
2009-07-21,16.5059871673584,23.8700008392334,44.2400016784668,24.68000030517578,83.27,54.65,0.0,16.54292943954468,14.71750494003296,54.80950527865044,-212.0493087466213,-126.98411217048992,-112.0493087466213,-123.08377595092315,16.42684179948075,-0.1697675294095493,-0.2681360836483223,-0.35086058720957825,-959300.0,56.42750833432607
2009-07-22,16.382482528686523,23.469999313354492,44.36000061035156,24.989999771118164,108.88,6.65,0.0,16.535677585601807,14.678689517974853,53.360189302125036,-230.1552490106038,-124.47841652361609,-130.1552490106038,-122.67615991847556,15.746594300238744,-0.11802063214292247,-0.23811299334724234,-2.296345664907029,-971200.0,51.37294652160522
2009-07-23,16.876493453979492,23.43000030517578,42.34000015258789,25.8700008392334,140.0,11.86,0.35,16.54191946029663,14.655352840423584,58.1294772926353,-205.22388196129117,-120.52313859185693,-105.22388196129118,-115.80947990617226,15.72537130526587,-0.03672494785489633,-0.19783538424877314,2.696672614264739,-945900.0,66.505052098109
2009-07-24,17.632055282592773,23.09000015258789,40.720001220703125,24.670000076293945,104.47,7.41,0.43,16.589290046691893,14.647284955978394,64.16508835093056,-160.57146706956178,-112.37861305726669,-60.57146706956178,-98.65019934715241,16.718593922689575,0.08765950847501358,-0.1407364057040158,11.998160881105147,-914600.0,76.61130212356645
2009-07-27,17.66838264465332,24.280000686645508,42.459999084472656,25.649999618530273,68.67,21.21,0.0,16.628570137023925,14.641819772720337,64.43057230494014,-156.85494655738717,-96.2254814831349,-56.854946557387144,-74.21676519608019,17.814521772983234,0.18701065831695374,-0.07518699289982189,16.419354804249654,-873500.0,84.33797374459331
2009-07-28,17.2252140045166,25.010000228881836,42.970001220703125,25.350000381469727,63.15,71.05,0.0,16.661733207702635,14.64013723373413,58.71570607870612,-171.20716523022682,-78.58160805409706,-71.2071652302268,-62.87785961905873,17.49779715241922,0.22736621857175976,-0.014676350605505558,15.208917408634859,-907200.0,77.30249498789719
2009-07-29,16.69487190246582,25.610000610351562,46.13999938964844,26.219999313354492,79.19,119.69,0.0,16.67836332321167,14.636561784744263,52.69241374996749,-183.56945484940167,-69.21282678693693,-83.56945484940167,-70.54385554567203,16.90965350064248,0.21408626227080063,0.031076171969755685,10.004761302406306,-927300.0,70.23136746596194
2009-07-30,17.116239547729492,25.399999618530273,45.56999969482422,26.6299991607666,91.24,29.21,0.34,16.68622018814087,14.619988660812378,56.509757306247835,-173.74736294540935,-69.8654587243589,-73.74736294540935,-76.17466100834609,17.017353365360243,0.23485538203016176,0.0718320139818369,14.98290377017819,-914900.0,73.08608672420836
2009-07-31,16.96367835998535,25.920000076293945,45.720001220703125,26.15999984741211,353.57,29.94,0.0,16.685099773406982,14.601604824066163,54.786032744952706,-185.52001529600417,-75.88804252809662,-85.52001529600419,-80.94561103027189,16.570395676216936,0.2362809465568496,0.10472180049683945,11.137584580736082,-1040800.0,48.66655982856044
2009-08-03,17.370519638061523,25.559999465942383,47.91999816894531,26.280000686645508,129.03,10.59,1.24,16.698331394195556,14.600034475326538,58.427806794665685,-197.78794681221206,-80.93512679660883,-97.78794681221206,-85.68510835120868,16.723374763307053,0.2671597563709369,0.13720939167165894,15.340127904161038,-1011400.0,50.26513215084578
2009-08-04,17.370519638061523,24.889999389648438,47.18000030517578,25.170000076293945,130.69,24.51,0.96,16.71387575149536,14.595537157058716,58.427806794665685,-242.40679196087686,-91.73410135705943,-142.40679196087686,-108.57158468969787,16.958355533462118,0.28830800045466987,0.1674291134282611,9.880551123568937,-1011400.0,50.9491038346086
2009-08-05,17.217952728271484,24.899999618530273,46.70000076293945,25.5,81.17,6.46,0.38,16.722177066802978,14.588253450393676,56.45032922007023,-264.46223722487514,-109.71411723563153,-164.4622372248751,-134.8856586659882,16.559520981201263,0.28942099660021725,0.19182749006265234,7.239832658092382,-1072400.0,42.247603217897925
2009-08-06,16.96367835998535,25.670000076293945,46.02000045776367,26.360000610351562,59.17,11.95,0.35,16.720623111724855,14.575651216506959,53.21756592071873,-298.28720041527856,-137.28088440756542,-198.28720041527853,-168.38540986701034,15.860727778035907,0.2667107619609368,0.20680414444230924,6.864980942056698,-1099400.0,40.705774124423755
2009-08-07,16.912826538085938,24.760000228881836,45.380001068115234,25.020000457763672,62.29,14.87,0.0,16.71848566055298,14.566588916778564,52.56918933312959,-351.2464259091402,-169.31211879425442,-251.24642590914024,-204.6652878497648,15.171370398654942,0.24182184860814715,0.21380768527547683,5.339392919901509,-1148600.0,35.52999409750818
2009-08-10,16.891029357910156,24.989999771118164,45.70000076293945,25.65999984741211,149.18,31.75,0.62,16.71417772293091,14.569197731018066,52.27518995121524,-370.96480526612584,-204.40561386009668,-270.96480526612584,-240.16614386351503,14.531252832086903,0.21782737678087827,0.2146116235765571,2.3327425778762345,-1168600.0,31.21446246911151
2009-08-11,16.78931999206543,25.989999771118164,46.22999954223633,26.110000610351562,120.98,33.43,0.0,16.693959827423097,14.578561177253723,50.846232708255066,-375.87830192504026,-236.95375869334953,-275.87830192504026,-266.02984436676894,13.609217368884881,0.1884323582530314,0.20937577051185197,2.4833688219506156,-1187600.0,30.772326665551258
2009-08-12,16.709409713745117,25.450000762939453,45.439998626708984,25.68000030517578,90.7,19.84,0.0,16.672432651519774,14.5914999628067,49.696813273987026,-446.62437266119537,-268.00616050480147,-346.62437266119537,-297.82249328412064,12.773044195838228,0.1568800866828326,0.19887663374604808,-0.9900382487037063,-1211600.0,25.997224194205064
2009-08-13,16.54957389831543,24.709999084472656,44.790000915527344,25.09000015258789,93.37,5.98,0.0,16.65840486526489,14.609890952110291,47.38923929249874,-391.2404283627499,-289.47779065573934,-291.2404283627499,-304.58103431632867,12.416418198909025,0.11762140331939364,0.18262558766071718,-6.139280798115587,-1257400.0,19.261587202508597
2009-08-14,16.397010803222656,24.270000457763672,45.880001068115234,25.239999771118164,68.02,22.32,0.0,16.631930599212648,14.624953536987304,45.23041290486836,-433.12810676896027,-308.6892767326948,-333.12810676896027,-323.66430259763536,12.311702159693576,0.07335248536833561,0.16077096720224088,-7.195745456731983,-1266300.0,11.90357615758368
2009-08-17,15.706843376159668,27.889999389648438,46.91999816894531,27.59000015258789,74.75,10.9,0.64,16.592953910827635,14.632156791687011,37.01537169288061,-321.03265918569963,-303.34857833992237,-221.03265918569966,-281.8003981058035,13.249527101599895,-0.01722315661393381,0.12517214243900593,-8.814814306276853,-1291000.0,12.182536856097391
